,id,sentiment,tweet,label
1028,639689301438017536,positive,Who would forget this BatmanampBatgirl together under the seting sun GU days HapythAniversaryKathNiel PSYKubli ,1
1029,639691314020397056,positive,In other news im of for the st wekend in weks And ive a Batman game to be starting,1
1030,639776747500670976,positive,Father If i mayi think you should fight on BeatTheBat Show everyone that you are more powerful than Batman on a huge platform,1
1031,639792975791456256,positive,After days so far on saturday i wil finaly se this guy again Come home safe Batman i love you ,1
1032,639794348222099456,positive,Just saw a van for a bat removal company that said Batman on the hod Definitely made my Friday morning,1
1033,639835408906473472,neutral,Batman kiled used a gun lived in New York not Gotham for the st few years in comics batman kindle Amazon ,0
1034,639859531367976960,negative,Batman may be runing beter but they have force disabled SLI on the game IS A JOKE,-1
1035,639869002005749763,positive, yeah the only game I may get next gen for is Batman arkham knight and mlb the show,1
1036,639869013980413952,neutral,We compared th grade to TwoFace from Batman There are both god and bad things about it ,0
1037,639893430408187904,negative, Arkham Knight sir I may be new to you but Im not to then Batman We have something in comon We both want his head,-1
1038,639949172666298368,positive,Playing Batman tonight tomorow and NFL in a wek This is guna be a god wekend ,1
1039,639951189858107392,neutral,Superman is an alien powered by the sun Batman is a mere mortal powered by his bank acount Why is there gona be a movie,0
1040,639956675865276418,positive,Just used a colon Holy Punctuation Batman Its nearly halfone in the morning Slepy Saturday,1
1041,639957858679922692,positive, and playing Batman and Robin GoJays Make the th the BIG ONE BlueJays,1
1042,639979437321244672,neutral,Hahahahaha I dont think he has to wory about turning into Batman as much as he may have to wory about ,0
1043,639986170034688000,positive, Cody may be responsible for god in the way that Ras Al Ghul is responsible for Batman,1
1044,640008339892494337,positive,Thank you al that came to my chanel to watch some Batman failure action tonight I wil be back tomorow maybe sunday,1
1045,640014836257136640,positive,Damian may be a beter fighter one day but for now Jason is the best fighter amp hes got Batmans prep skil,1
1046,640015399300435976,neutral, May joke al you want but at the end of the day its not your idealistic Superman or Batman cont,0
1047,640022534906318848,positive, BATMAN the KILING JOKE st Print CGC NM MORE BOLAND FIRST PRINT ,1
1048,640024367401799681,positive,Im so excited for tomorows stream I say we play Batman al day then do some viewer games after D should be a juicy one,1
1049,640025109030268928,neutral,i want to outline Batman tonight so i can stick it in the mail tomorow but my hand is shaking to much i spent hours painting today,0
1050,640073633008750592,negative,Bio on Monday but Im reading this instead wel bio and Batman both start with b ,-1
1051,640097058033004545,positive,Hapy Birthday to the st amp best movie BatmanMichael Keaton HapyBirthdayMichaelKeaton ,1
1052,640213735504748544,neutral,Holy heat wave Batman That was a scorcher today Be sure to rehydrate tonight Se you tomorow at am for Sumer Sunset Blast cleanup,0
1053,640241331101679616,negative,Thank you Instead of beating up bad guys Batman is beating up my PS This is the rd time your game crashed my PS,-1
1054,640245795535593473,neutral,Runing so late planing on being batman tonight for random game Saturday,0
1055,640287517422563328,positive,My boyfriend just tok us to watch a film for our th date its ben diner diner diner diner Batman jokes pojokes batman,1
1056,640298533174820864,neutral,Remember the Bales batman trilogy st movie Batman emerges as a new savior nd movie Batman is hated and casted away as a bad guy,0
1057,640340450818322432,positive,I may be the most sweaty Ive ever ben but Batman got the crowd going And thats what maters CrusaderVictory takethatbobcats,1
1058,640340954017366016,neutral, Batman played with a broken backThe Mets dont have to let him pitch on Tuesday Hold him postseason starts left,0
1059,640395584264769536,positive,Since September is Batman Day Im having a Batman month We start of with the greatest Batman Story ever Batman,1
1060,640541000117587968,positive, Hapy birthday may you watch batman and robin al day,1
1061,640635826557186048,positive,I may be as excited for The Martian as Star Wars and Batman vs Superman and just behind Captain America Civil War ,1
1062,640644064879243264,neutral, Last Wednesday when I saw you dresed as Robin al I can think about is Whos Batman Wheres the Ten Titans,0
1063,640648433842323456,positive,Celebrated my Nephews th Birthday today I hope he enjoys al his Batman presentsAlways enjoy seing ,1
1064,640683262415867905,positive,Batman may of ben the beter man in our last encounter but Im a man on a mision and its to expose you for what you realy are and 	positive	Heath Ledger in Batman may be the best performance of any actor in any movie of al time 	neutral	 I mean Batman was corny af until this trilogy the rd one was so not Batman 	neutral	 TOM HARDY should play BANE again He should kil BATMAN when they want replace like in the comics The rd KNIGHTFAL 	negative	Whatever Batman You may cal it the Batcave but that doesnt change the fact you stil live in your parents basement 	negative	Curled up in bed watching Batman cartons its a terible Monday after al 	positive	So Il se you al tomorow for some fun filed feding in League and proly some skul smashing in Batman 	positive	BATMAN Death in the Family Isue Set AL st PRINTS Awesome 	positive	 Batman didnt testify at his nd trial and tok deal because he didnt want DP Can it get simpler than this Now Im hoked 	positive	Time to dust of the STFD shirt FINALY get to se Batman pitch at PNC Se you Thursday and 	neutral	Xbox GB Black Friday Bundle with Halo Darksiders I Tomb Raider and Batman 	positive	 its diferent from comic club because everyone loves Batman but not may people walk around shoting fire bals Ya know 	positive	Monday Batmania Im live with Batman Arkham Asylum right now gamergirl twitchstreaming xbox 	positive	Got the new PC up and runing Batman loks GLORIOUS Wel be casting it tomorow Se you at am PST 	positive	Batman drops tomorow Make sure you go pick it up Seriously 	positive	 the acuracy of this is scary although i may also be siting in batman comics 	neutral	Based on these Arkham games Batman may not kil but hes definitely put a few people in comas 	positive	 God night Batman Thank you and se you tomorow 	positive	Batman the kiling joke st printing nm joker criples barbara gordon LINK 	positive	Hairdreser with yo tomorow He wants it like Spiderman not Peter P no fringe for beter face painting with Batman ears,1
1065,641383906550398977,positive,Im realy going to break bank and purchase this Batman isue tomorow Geting an insane amount of early buz,1
1066,641389144405577728,negative,So the Sims sems borked Destiny wont download and I am at the botom of a REALY BORING shaft in Batman Fuck you Tuesday Fuck You,-1
1067,641395779505102848,positive,Just want to thank pal for his part in Batman out tomorow The isue is exponentialy beter for his contributions,1
1068,641396427793506304,neutral,I want to be Batman on Halowen w But Im going to be busy on that day even when its a Saturday T ,0
1069,641398624426020864,negative,Not funy because it may be true and it certainly wont save your parents But it is Batman ,-1
1070,641423456244908032,positive, Batman amp Robin Trump amp Cruz please save America from the comunists May God be with you or it wont hapen,1
1071,641437112873693188,positive,Holy content Batman Not gona get it done tonight but early tomorow before I leave for work it WIL be up ,1
1072,641445727843975168,neutral,idk since Batman is a detective he may start to overthink and doubt himself Superman ,0
1073,641446659440910336,positive,Alright early to bed tonight Hope you guys wil take a lok at Batman tomorow if you can thanks,1
1074,641479664838569984,positive,Sad thing as I learned Easter is on March th Most of my friends wil be gone when Batman v Superman comes out I wanted to go with them,1
1075,641487471344271360,positive, talks about tomorows BATMAN standalone story with here ,1
1076,641504385181155328,neutral,I may have no clue what Im doing with my life but I have Batman underwear so,0
1077,641577387621281797,neutral,sat my sister down and we watched batman vs robin half the movie was her sobing the other half was her staring in horor and shock,0
1078,641608606178148352,positive, then she went al you read manga right Comics I noded amp she went how about you draw that blonde from Batman for tomorow,1
1079,641614426752348160,positive,Its Wednesday Best wek in a long time Batman Harley Star Wars Saga Ant Man toys TONS more Love it ,1
1080,641659440790245377,neutral,Pray to Batman pray to the sun pray to Joe Peschi About the same ods any way you spin it ,0
1081,641023609440464896,negative,As you may have guesed I stil cant get over Fairhead being head of BC Shows uter contempt for law amp British people hsbcfraud,-1
1082,641026964648775680,positive, Helo gary dident realise you where on BC radio newcastle on a mon night i love the show and the songs you on every mon,1
1083,641035191415390208,neutral, No because of bias When before Thurs are the critical probing BC programes on the other thre candidates,0
1084,641035931898671105,neutral,Dont fuck it up get some god shots this is my st BCbut not my lastand im going shoping after this ,0
1085,641043198530326528,neutral,BC Sport Change of shirt Change of plan Al change Andy Muray takes the rd v Anderson ht ,0
1086,641053094613250048,neutral, As broke BC cuts back services to UK international propaganda becomes top agenda paid for by you ,0
1087,641056191964168192,neutral, check out the BC broadcast from Cypres Avenue last Monday VanMorison,0
1088,641065427355832324,neutral,From the BC Fre childcare scheme may backfire ,0
1089,641102778497167360,neutral,BCs Egheads CJ de Moi thinks he may have kiled a muger while living homeles as ten ,0
1090,641113964152287232,neutral, but its ok for sustained alarmist biased and untrue general coverage from the Sun Mail Expres Sky and BC,0
1091,641123206766718976,neutral, the BC is also in the midst of a major restructuring They sem to have a more concrete plan than Huberts ,0
1092,641125518348288000,neutral,Question from afar Isnt Cameron just acting on the mandate the British people gave him in May Or am I reading to much BC and Guardian,0
1093,641125778437091328,neutral, watch BC next Monday to learn the dark secret of strategy to exit the banking market of loans in default realy,0
1094,641139797348753408,neutral,This Sat BCRExtra raids the BC archive to se how we reported the story of IT from ,0
1095,641144036129157120,positive,Our st ever guest on axschat was the ever charming of the BC you can stil se the video here ,1
1096,641147599110672384,negative,Panorama was just a start Expect a tsunami of BC bulshit ifwhen Corbyn wins on Saturday JezWeCan CorbynLeader JeremyLeader,-1
1097,641148234413535232,negative, Thats just the tip of the iceberg Theres a tsunami of BC bulshit heading your way if JC wins on Saturday,-1
1098,641151155322667008,negative, oh for godnes sake BC sems to want the govt to alow terorists fre range to atack UK May BC HQ be the st target,-1
1099,641155079509291008,positive,Whos loking forward to the new series of DoctorWho starting on the BC on the th,1
1100,641164550318989312,positive, Like the BC when theyve just mentioned a brandproduct Other ways to learn are available and may be just as efective,1
1101,641167594578399232,neutral, Sundays version on the BC was so bad I wish my tely had ben wraped in brown paper,0
1102,641169651658002432,neutral,So the BC now wants everyone to be forced to pay What a dictatorship joke the Beb is Scrap the licence fe ,0
1103,641174155543506944,positive,The real reason for the BCs regional newspaper reporting pol ,1
1104,641174772152422400,negative,Helo BTLs Every single one of you consumes BC content even indirectly Stop whining ,-1
1105,641174843426258944,neutral,TV Reluctant Persuaders BC Radio Tue Sep PM Comedy by Edward Rowet set in Hardacres the worst advertising agency in Lon,0
1106,641177151442518018,neutral,Stroke damage helps smokers quit A brain region caled the insular cortex may drive smoking adiction BC,0
1107,641180203834830848,positive,Interesting perspective from BC about how difering demographic projections may inform a countrys refuge policy ,1
1108,641182038591176710,neutral,BC Eurozone growth revised upwards Economic growth in the eurozone betwen April and June has ben revised upw ,0
1109,641183308211187712,neutral,A few interesting tidbits from the BC graphics loks like German may only be granting asylum to around a quarter of people aplying,0
1110,641183905584910336,neutral, Gues that just makes the lifting Local rags do from BC anyways sanctioned and oficial no real change,0
1111,641186391339204608,negative,Honestly if the BC the habourer of the rich and countles pedophiles were to just no longer exist tomorow they wouldnt be mised,-1
1112,641190955270275072,neutral, mis yo loves th stret BC crime etc news hasnt had an impact yet she stil listens to me,0
1113,641191101676810240,neutral, If local journalism is subjected to more consumer control you may have a case to reduce BC journalism Oh but the profits,0
1114,641193306878287872,positive, Wil do Not sure when itl be up aparently it may end up on the BC whichd be nice Otherwise on a Freview chanel amp online,1
1115,641195520447410176,positive,Tune into BC Four this Sunday for an exciting lok into the origins of balet ,1
1116,641196126478204928,negative, Also the detail that the BC reporting the later date on September simply asumed US drone strike ,-1
1117,641197049665294336,negative,Chris Alexanders TV meltdown on PnP last Wed made the BCs front page online He blames media for lack of action on refuges cdnpoli,-1
1118,641208315679260672,negative,It sems that politicians can use the BC to isue propaganda but no one else may The recent marches and ,-1
1119,641210094202580992,negative,We dont WANT blody advertising al the time thanks Kep BC adfre ,-1
1120,641210260800294912,positive,The Guardian view on the BC plans nice ideas but much to prove Editorial via ,1
1121,641212746898534400,positive,Do you fancy coming on a tour of the BC at MediaCityUK Theres availability on September ,1
1122,641215289258995712,neutral,The Hitchikers Guide to the Galaxy Game th Aniversary Edition Ned to sign up with the BC online,0
1123,641229023348133889,neutral,BC kicked for holding out the hand of friendship to newspapers Guardian ,0
1124,641240468626411521,neutral,Kep an eye out for The Lochgoilhead Centre and rd Carluke Scout Group apearing on the BC tomorow night on ,0
1125,641243239505391616,positive, Hi Im from BC live did you watch lady chaterley on Sunday Wed love to hear your thoughts Folow me so I can DM you,1
1126,641257505188921344,neutral, What in your opinion are some of the memorable Saturdaynight shows that BC amp ITV have scraped recently,0
1127,641259829055594496,positive,Hi were recording a BC prog at AfricaUtopia on arts and activism on Fri and hoped you could take part Can I DM details,1
1128,641271048818724865,neutral,VIDEO Fury as lion kiler returns to work There were angry scenes in Minesota on Tuesday as the US de BC,0
1129,641280875020308480,positive,Wel done for speaking his voice None not least the BC should be bulied into quiet submision,1
1130,641284793456529408,negative,Husband kiler Julie McGinley lives cushy double life with former BC producer ,-1
1131,641287985556754432,positive, Ive read them al I say read I mean watched the BC version I say watched I mean sat in same rom as wife watching,1
1132,641291433224310784,positive,Catching up with hugely enlightening docu The Ascent of Women From last Wed on BC if u want to catch up Shows origins of opresion,1
1133,641302638944985088,positive, Abdul just interviewed on the BC I think st time in UK Says wants to help educate other refuge kids,1
1134,641314170642821121,positive,Our truste has just recorded some quick coments for BC spotlight tune in tomorow for the evening news to se it,1
1135,641314217451225089,neutral,AINA The Christian Militia Taking on Islamic State in Iraq BC Acros the sunscorched landscape of ME,0
1136,641314928666742784,neutral,Watching News Today on BC cmon BC give us World News in the UK,0
1137,641327856266702852,neutral,Use the BC calculator to se what Care costs you may face you ,0
1138,641342351567290368,negative,Theres going to be one hel if a backlash against the BC if their anointed St Jeremy of Corbyn does not win on Saturday,-1
1139,641346968212520960,negative, Never believe the state BC I think you may be coming to the conclusion the BC are not trustworthy,-1
1140,641350217023942656,positive,So the BC gods have put an inspector cals on the schedule for Sunday so now I wont have to actualy read it for English I can just watch,1
1141,641357740669988865,positive,Watch our Chief Political Corespondent go through the papers at pm on BC tomorowspaperstoday ,1
1142,641359048323919872,positive,A very hapy th birthday to CBC for tomorow One of my first jobs in the BC was a VT Op into Pres A amp then TC ,1
1143,641360299988140032,neutral,I se the BCs try of the wek was scored by Wigan v catalonia dragons last Saturday at the den theatreofdreams,0
1144,641364396262887425,positive,Update from a couple of days ago Gerontius is in fact the best piece of music ever I hope everyone wil tune into BC radio on Friday,1
1145,641367577822916608,neutral,Mat Long and Wil Moris wil be on BC Radio Stoke at am tomorow being interviewed in the comunity ,0
1146,641370416062328832,negative,Tomorow is going to be a peasantfest Nicholas Witchel is going to be swaning about the BC like a Jim fucking White Boak,-1
1147,641371558137757696,positive, could you please tel me at which time Demi Lovato wil arive at the BC lounge tomorow Thanks,1
1148,641502330094026752,neutral, I bet the BC chose the Celebrity st the City that was Blitzed was then matched up ,0
1149,641514213085736960,positive,Hope the BC is mistaken in its forecast for snow on Saturday ,1
1150,641519622823526400,neutral, The papers the Sun in this case usualy inform the BC pres ofice in advance,0
1151,641520334299111424,negative,What a prime knob chese sat next to me on the tube talking extra loudly on the phone about a new show hes pitching to the BC Jog on,-1
1152,641523673267109888,negative, And just wait for the BC partnership to kick in May as wel rename Eastern Tory Policies now,-1
1153,641532379161624576,negative,Countryside Aliance a few people trying to control the BC so that they can cary on abusing animals frely ,-1
1154,641533674568200192,positive, I didnt se that but there is a th birthday celebration on cbc today with BC kids presenters,1
1155,641535770252210176,neutral,Stil waiting to hear from the BC re the number of complaints about the Panorama programe ,0
1156,641536732647813120,neutral,others tom robinson of BC Music told me in July I have to get back to engaging with people,0
1157,641548638364278784,neutral,Even the pupets had ID cards at BC ,0
1158,641559590962864128,positive,Can empathise completely with Scots nationalists re BC coverage after Mondays Panorama Left MUST stick together,1
1159,641559806059388928,positive,god to se NFL back on the BC shame the highlights isnt til November thou,1
1160,641560442427580416,neutral,BC picked up the NFL for yearsthatl give Clare Balding something to do on Sunday nights,0
1161,641561125725847552,negative,Peter Capaldi states the BC has no substitute wel whats Chanel you selfish parasite ,-1
1162,641562331063951360,negative, More propaganda from the BC they promote platforms of disent one day they may return to journalism make the BC a PLC,-1
1163,641562667820433408,neutral, Hopefuly BC wil televise film sometime as they did with st pieces with BCNOW Loved the BWV ,0
1164,641564284569436160,neutral,Thats a half arsed efort from BC with the NFL Highlights show from November Season starts tomorow FS Thank god for ,0
1165,641566986439299072,positive,Hapy th birthday Childrens BC Heres on his th birthday for which he got a bright yelow jumper ,1
1166,641569184388935680,neutral,House Of Cards author says my treatment raises disturbing questions about the iner workings of the BC ,0
1167,641574565337014272,neutral,BC Sport NFL BC agres twoyear deal to show live games amp highlights From November Whats the point,0
1168,641575190980333568,neutral, If Im honest disapointed to hear BC are covering it st Id heard prefer license fe money to be spent on domestic sport,0
1169,641594428491177984,positive,BC may have just redemed themselves by gaining rights toNFL coverage after losing the rugby wel nearly ,1
1170,641598354590449665,positive,First record I can find of Peter Davison working for the BC is Al Creatures Great and Smal began on BC Jan DoctorWho,1
1171,641598851095392256,neutral,First record of Colin Baker at the BC BC serial The Roads to Fredom Part shown Nov DoctorWho,0
1172,641603112801701889,neutral, Her political interference last yr may not be on BC but we al remember what she did,0
1173,641614910921814017,negative,Corbyn A desperate atack on JC today twiter BC Telegraph Sun harpy known as Mensch Hold on through the screaming for al our sakes,-1
1174,641622093830955008,neutral,Loks here A list of the most popular stories on BC Brendas way down in th today of al days ,0
1175,641623387450773504,negative,Any NFL fans tel me why this new BC deal only includes highlights on TV from November Sems a bit late in the season NFL,-1
1176,641623713297920000,positive,UK members You may be interested in this evenings BC documentary on the history of Surveyors,1
1177,641630944470937604,positive,Hapy th Birthday Childrens BC Thanks for al you do for us CBCis edtheduck ,1
1178,641638112381304832,neutral,But if Mr Corbyn does win he may wel be haunted by a sense that he didnt realy want the job in the first place Laura Kuensberg BC,0
1179,641649550629957632,positive,Twiter on Monday night was chockablock with people raging about BC bias in the Panorama hatchet job on Labours Jeremy Corbyn ,1
1180,641650029233573888,positive,Here are the air times for series episode acros the world UK Sep at pm on BC One and BC ,1
1181,631011664406577152,neutral,LPT involved in pursuit through Bentley and St James before the target vehicle lost control in the wet weather Sunday evening Drugs seized,0
1182,631168990476402688,positive,Hope you are having an egcelent Tuesday The omelet was for Bentley and I ,1
1183,631211406466002944,neutral,Tyga may have not bought a bitch a Bentley but he stil bought one a Ferari,0
1184,631230569729368064,negative, Bentley at the age of fake bobs amp lips amp Ferari for her th just anoys me shes famous for nothing,-1
1185,631315414660874240,neutral, the Bentley may not have any bumper stickers but had alot of test drivers so its not in that great of condition,0
1186,631419886170972161,positive,Hapy wacky Wednesday everyone Heres a crazy car fact that might surprise you Volkswagen owns Bentley ,1
1187,631458650243117056,neutral,I wil be at the famous Bentleys salon in Arundel Maine tomorow night from to and its also prime rib night ,0
1188,631493089237073921,neutral,And the new Bentley truck is oficialy coming out ,0
1189,631572897698418688,negative, bitch you sucked dick you got more than a bumper sticker and you may have ben a Bentley but now you a prius,-1
1190,631596206511230976,positive,Bentley has gone from sat up on the bed to cudled up fast aslep after his lulaby song,1
1191,631621485749215232,neutral, puts back a Bentley mis Sun tie the game again at LetsGoSun,0
1192,631679301843222529,neutral, smothed out If it was up to Bentley the sunspeckled skin would be perfect for a photoshot Stil Dodger is Dodger ,0
1193,631835506477690881,neutral,The whole WAC smack makes me fel like the spoiled rich kid may be driving dads Bentley But stil driving a Bentley,0
1194,632243362347753473,neutral, ofer is above m Bentley wont be in the squad tomorow I dont think,0
1195,632287139569500160,neutral, Bentley you are right My sensitive skin cant take to much sun Thank you,0
1196,632330070904991744,neutral,Bentley with a floater for two for the Sun but Pince Charles and Cash score to make it NY early,0
1197,632332117817561088,neutral,Prety floater by Bentley over Charles She has Bone Sun Stokes with the layin for her first hop,0
1198,632340733794512896,positive,Bentley to Tyler Starkey on the sideline st down,1
1199,632353139937705984,neutral,Bentley hits and the Sun shot themselves in the fot with a delay of game technicalPrince mises somehow,0
1200,632353979557642241,neutral,Bentley makes a tough jumper as she is geting pushed Sun stil hanging around LetsGoSun,0
1201,632508320503476224,neutral,UPDATE Bentley has informed me that my shoes that I canot find MAY or MAY NOT be in the trash that is al cary on,0
1202,632684673320288256,neutral, bro I fucks with the Bentley we tok it out Friday shit was slidin,0
1203,632690010593062912,neutral,Bentley is years old today This was the st day I got him ,0
1204,632737975466528768,neutral, you may not put bumpers stickers on a Bentley you also dont let a shit load a people drive it either if you get my drift,0
1205,632828054155468800,positive, I wouldnt mind meting up one day picking the Bentley up today but were always in Chelsea on a Sat,1
1206,632875654481117184,neutral,Ended up with dogs Friday I think They al came to say godbye to Sawyer Here she is with Bentley the pupy ,0
1207,632946474972807170,neutral, do you think theyl be an improved bid for Bentley at southend tomorow Masive pause when you asked him the question ,0
1208,633023907461758976,neutral,Thres by Bentley and give Sun tying seasonhigh But Sun are down with under a minute left LetsGoSun,0
1209,633024920230883328,neutral,Ajavon has ben impresive with atacking the basket and creating ATL unstopable in transition Bentley and Lacy gone cold in nd half,0
1210,633120853786386433,negative,The hardest thing about tomorow wil be leaving Bentley but itl be nice for my hands and fet since hes always chewing on them,-1
1211,633207516302823424,positive,Best wishes to the new Mr amp Mrs Duke who were maried at Lynhurst Hotel on Friday pictured with our Bentley ,1
1212,633285240279171072,neutral, I mis you and Bentley Are yal coming up Saturday,0
1213,633383799724843008,positive,Riding in the drop top Bentley on Saturday after the Surge meting ,1
1214,633412303887724544,positive,Bentley has the right idea It may have ben in the s al day but nice and col down in a stone basement after ,1
1215,633557277874720768,neutral,Just found Bentley sat on the flor in the lo od dog lol,0
1216,633832639863083008,neutral,If you mary rich you may not be hapy but hey your tears wil fal on your Bentley Rolex and Polo,0
1217,633987798194913280,positive,new bf dualtage with bentley tomorow gt,1
1218,634406155264110593,neutral,Bentley says state wil have a budget Oct st it may not be a budget people want he tel who voted for it ,0
1219,634565704080093185,positive,Swan newbie duo Steph amp Bentley hit the stage tonight for another masive FRIDAY NIGHT LIVE,1
1220,634766958987214848,positive,Seniors Robert Kugler for nd time Dany Anthrop amp Frankie Wiliams selected captains by teamates with Bentley Purdue,1
1221,634792074269884416,positive,My am drive to Leds on Thursday morning was made EPIC by the sight of F JOY sat in a transporter on Park Lane as a Bentley was unloaded,1
1222,634800558587670528,positive,AP students dont forget to read Bentley ch for Monday and complete the writing exercise by Tuesday Have a great wekend,1
1223,634904708012859392,neutral,BREAKINGNEWS a man is in custody and is asisting police over the stabing death of a man in Bentley on Thursday perthnews wanews,0
1224,635254721809416192,positive, I was impresed with LaRusa Defense dominant on st team Bentley ok beter near end Dep at RB Punting neds some work,1
1225,635324896722087936,positive, An years old Bentley belongs to my Brother and Sister in Law Only one in the world th Owner ,1
1226,635384966008991745,neutral, Britains top divorce Lawyer says you guys should Be ordering Bentleys shame its rubish,0
1227,635513629756932096,neutral, I figure Bentley was worse because he strung Ashley along for weks when he didnt like her at al But Joes a close nd,0
1228,635556879318523904,positive,On Sundays we take the Bentley to Ralphs kevcars Ralphs ,1
1229,635616899607461888,positive,Kids enjoying last moments of fredom before schol tomorow Bentley is taking advantage of the blanket fort ,1
1230,635964533316567040,positive,Our September th Line up for the th CU Bands and Fans Original Artist Night hosted by Bentleys Pub ,1
1231,636032462901149697,positive, the st UltimateX match w Bentley stil holds up today Despite knowing the practice the day before,1
1232,636193114202505216,positive,Below are some details about the Bentley Award Ceremony tomorow night It wil be a fantastic sight to se ,1
1233,636246762299199488,negative,The dude with the Bentley but stil does alternate side parking on nd Stret,-1
1234,636278627114569728,negative,Just sat in Bentley and watched a girl munch down on a whole bag of Chips And Im not talking about the tiny bags She had family size,-1
1235,636298797866422272,positive,Se you at Bentleys salon on Thursday August th from pm to pm ,1
1236,636776968554319872,neutral,i wanted my mom to drive me to schol in the Bentley tomorow but its only seats and she has to drive my sisters to,0
1237,637105060372082688,neutral,Bentley voleybal fals in home opener to ConventSF Tomorow is a new day kep improving gophoenix ontherise bentleyvoleybal,0
1238,637136085391306752,neutral, Wil knocks on the dor again Is the window in your rom open Bentley Can you se the sun,0
1239,637280038539411456,positive,So I know Im late on this but hapy late st birthday Bentley We love you ,1
1240,637354000136949761,positive,Bentley the pup is enjoying the Old Main lawn on this warm afternon Hapy Friday Pen State ,1
1241,637634636022071296,positive,RJ and Bentley stoped by to take a photo with me at the Giles County Fair on Friday evening ,1
1242,637951257315971072,positive,Shay with Bentley and Bela in their sunday best ,1
1243,638148104957657088,neutral,Mentaly preparing myself for a hour day tomorow If I dont make it someone take care of Bentley,0
1244,638278354525753344,neutral, bentley got a fat as like nicki minaj and hair as golden as the sun,0
1245,638418648756035588,positive,Bentley and Pieres news report Stay in the know ,1
1246,638448199133437952,neutral,Al setled into the hotel in RI for a few days as the st few stops on the Bentley tour begin ,0
1247,638468414927937536,positive, Bentley superb God work ethic al game from the team Ned to build on this Saturday,1
1248,638516013198282752,positive, go to this poetry slam w me Saturday Bentleys iced cofe is the best in Tucson,1
1249,638542106303311872,positive,Can it just be Thursday I ned fotbal and Bentley,1
1250,638750821476241408,positive, my friendsamp I sat in sun Wrestlemania for hrs We survived No Bentley after the game either ,1
1251,638754093901545472,positive, let it be known that on this day the first of september in the year of i have bentleys aproval,1
1252,638825676800290816,neutral,Hudsonvaley Revise randi into bentley jetaun yes you may cal me b j for short lol how yah like me now hudson vale ,0
1253,638911839833710592,positive,Hapy first day of schol tomorow Bentley BackToSchol,1
1254,639424138046742528,positive,Al incoming Freshman Come to Jenison to check out the Sustainability at Bentley sesion tomorow at pm,1
1255,639564571104055298,neutral,my life consists of taking care of Bentley and waiting for Under the Dome every thurs,0
1256,639838311444520960,positive,Girls Voleybal practice has changed locations Monday from pmpm they wil practice at the Salem Comons instead of Bentley,1
1257,639968942996385793,neutral,Womens Voleybal LIU Post Bentley Final Falcons fal in despite kils from Buscher Back at it at am tomorow morning,0
1258,639970354371395588,positive,Bentley with his AT LEAST th TD and yards on caries Dude is RIDICULOUS Gvile up in the st half ,1
1259,639984686618517504,positive,Bentley scores again amp Jocelyn is for on extra points Cats up with left in the rd quarter Kep working Cats,1
1260,639986949428789248,positive,Come out to the Bentley trade show tomorow Itl be a rainy day so this is the perfect event for you I have ,1
1261,639988442705866752,neutral,hopefuly its gone by Tuesday cause me Bentley and Kyle are going shoping and people wil probably think Kyle punched me ,0
1262,640158927951413248,positive,Someone is celebrating their th in style tonight we are of to a th Birthday party in the Bentley ariveinstyle,1
1263,640200670264496128,neutral,Fotbal Mercyhurst Bentley st TOUCHDOWN Banerman runs it in from Big play MontaltoD Mahoney for yds to dfb,0
1264,640213267068006400,neutral,Fotbal Mercyhurst Bentley Halftime Banerman takes it in from the with seconds in half his nd TD of game NE DFB,0
1265,640245545022451712,neutral,Son in law reversed into a car on Friday Woman got out do you know this is a Bentley know what I would have said fod banks refuges GTF,0
1266,640259725746159617,neutral,Excesive hit on Eagles after defender fals on Bentley after he hits turf yd penalty st and on EMU ,0
1267,640268668052598786,neutral,New Haven and Bentley wil also face of next Friday night as both teams loks for their first win of the season NE,0
1268,640504136769732608,positive,Bringing the Bentley out tomorow,1
1269,640574340472266752,neutral,Bentley be tryna move around like hes not th months,0
1270,640606519915114496,positive,Bentley active on the st defensive drive God se from the LBs,1
1271,640607223517831168,positive,Purdues Bentley and the defense in shut down mode on their first series Mr Optimist wonders if Boilers can get st play muligan,1
1272,640667693826375680,positive,Interesting fact While this wil be our representatives nd special sesion of the year it wil be Bentleys th for the year,1
1273,640726519640252417,neutral,I hate the fact that Bentley is sleping in that horible place al alone again tonight I cant wait til shes home Tuesday,0
1274,640776304170782720,positive,Ready to be with Bentley tomorow,1
1275,640897533796028416,positive,Halcyon The Sun wil be performing on Sept at the Bentleys Back to Schol Bash Check out their album Two ,1
1276,640991166826172416,neutral,I hope this fever goes away tonight so we dont have to cancel Bentleys newborn pics tomorow Hopeful,0
1277,641124202729213952,positive,Beautiful Bouquet with our Beautiful Bentley bride grom weding wednesday wedingcars love Repost ,1
1278,641378986573082629,positive,We hope al of you vendors out there can make it out launch party next Tuesday at Warehouse Bentley ,1
1279,641428761884233728,neutral,I cant wait to take Bentley with me to work tomorow and get her checked out Por baby hates being itchy,0
1280,641559760681213953,neutral, you may the wonderful thing about peoples tastes completely diferent This Bentley doesnt ofend me to much tbh,0
1281,639467655804510208,neutral,TRUE Bernie Sanders Saudi Arabia has the thirdlargest military budget in the entire world via ,0
1282,639485274028908544,positive,just so everyone knows bernie sanders birthday is tuesday and mine is thursday,1
